1,1,2,1
1,1,2,2
1,1,2,3
1,1,2,4
1,1,2,5
1,3,2,7
1,3,2,8
1,3,2,9
1,3,2,10
1,5,2,1
1,5,2,2
1,5,2,3
1,5,2,4
1,5,2,5
1,5,2,6
1,5,2,7
1,5,2,8
1,5,2,9
1,5,2,10
1,6,2,1
1,6,2,2
1,6,2,3
1,6,2,4
1,6,2,5
1,6,2,6
1,6,2,7
1,6,2,8
1,6,2,9
1,6,2,10
1,7,2,1
1,7,2,2
1,7,2,3
1,7,2,4
1,7,2,5
1,7,2,6
1,7,2,7
1,7,2,8
1,7,2,9
1,7,2,10
1,8,1,31
1,8,5,31
1,9,2,9
1,9,2,10
1,10,2,1
1,10,2,2
1,10,2,3
1,10,2,4
1,10,2,5
1,10,2,6
1,10,2,7
1,10,2,8
1,10,2,9
1,10,2,10
1,11,2,1
1,11,2,2
1,11,2,3
1,11,2,4
1,11,2,5
1,11,2,6
1,11,2,7
1,11,2,8
1,11,2,9
1,11,2,10
1,12,2,5
1,12,2,6
1,12,2,7
1,12,2,8
1,12,2,9
1,12,2,10
1,13,2,1
1,13,2,2
1,13,2,3
1,13,2,4
1,13,2,5
1,13,2,6
1,13,2,7
1,13,2,8
1,13,2,9
1,13,2,10
1,14,2,1
1,14,2,2
1,14,2,3
1,14,2,4
1,14,2,5
1,14,2,6
1,14,2,7
1,14,2,8
1,14,2,9
1,14,2,10
1,15,2,1
1,15,2,2
1,15,2,3
1,15,2,4
1,15,2,5
1,15,2,6
1,15,2,7
1,15,2,8
1,15,2,9
1,19,2,4
1,19,2,5
1,19,2,6
1,19,2,7
1,19,2,8
1,19,2,9
1,19,2,10
1,20,2,1
1,20,2,2
1,20,2,3
1,20,2,4
1,20,2,5
1,20,2,6
1,20,2,7
1,20,2,8
1,20,2,9
1,22,2,1
1,22,2,2
1,22,2,3
1,22,2,4
1,22,2,5
1,22,2,6
1,22,2,7
1,22,2,8
1,22,2,9
1,22,2,10
1,23,2,1
1,23,2,2
1,23,2,3
1,23,2,4
1,23,2,5
1,23,2,6
1,23,2,7
1,23,2,8
1,23,2,9
1,25,2,7
1,25,2,8
1,25,2,9
1,25,2,10
1,27,2,1
1,27,2,2
1,27,2,3
1,27,2,4
1,27,2,5
1,27,2,6
1,27,2,7
1,27,2,8
1,27,2,9
1,27,2,10
1,28,2,1
1,28,2,2
1,28,2,3
1,28,2,4
1,28,2,5
1,28,2,6
1,28,2,7
1,28,2,8
1,28,2,9
1,28,2,10
1,29,1,31
1,29,1,32
1,29,5,31
1,29,5,32
1,31,2,1
1,31,2,2
1,31,2,3
1,31,2,4
1,31,2,5
1,31,2,6
1,31,2,7
1,31,2,8
1,31,2,9
1,31,2,10
1,32,2,1
1,32,2,2
1,32,2,3
1,32,2,4
1,32,2,5
1,32,2,6
1,32,2,7
1,32,2,8
1,32,2,9
1,32,2,10
2,2,1,10
2,2,5,10
2,3,2,1
2,3,2,2
2,11,1,1
2,11,1,2
2,11,1,3
2,11,1,4
2,11,1,14
2,11,1,15
2,11,1,16
2,11,1,17
2,11,1,18
2,11,1,19
2,11,1,20
2,11,1,21
2,11,1,22
2,11,1,23
2,11,1,24
2,11,1,25
2,11,3,5
2,11,3,6
2,11,3,7
2,11,3,8
2,11,3,9
2,11,3,11
2,11,3,12
2,11,3,13
2,11,5,1
2,11,5,2
2,11,5,3
2,11,5,4
2,11,5,6
2,11,5,16
2,11,5,17
2,11,5,18
2,11,5,24
2,11,5,25
2,12,1,1
2,12,1,2
2,12,1,3
2,12,1,4
2,12,1,5
2,12,1,6
2,12,5,1
2,12,5,2
2,12,5,3
2,12,5,4
2,12,5,5
2,12,5,6
2,12,5,7
2,15,2,10
2,16,1,17
2,16,1,18
2,16,1,19
2,16,1,20
2,16,1,21
2,16,1,22
2,16,1,23
2,16,1,24
2,16,1,25
2,16,1,26
2,16,1,27
2,16,4,1
2,16,4,2
2,16,4,3
2,16,5,16
2,16,5,17
2,16,5,18
2,16,5,19
2,16,5,20
2,16,5,21
2,16,5,22
2,16,5,23
2,16,5,24
2,16,5,25
2,16,5,26
2,16,5,27
2,17,1,20
2,17,1,21
2,17,5,20
2,17,5,21
2,19,2,1
2,19,2,2
2,19,2,3
2,19,2,4
2,19,2,5
2,19,2,9
2,19,2,10
2,20,2,9
2,21,1,31
2,21,5,31
2,23,1,3
2,23,5,3
2,26,1,16
2,26,1,17
2,26,1,18
2,26,1,19
2,26,1,20
2,26,1,21
2,26,1,22
2,26,1,23
2,26,1,24
2,26,1,25
2,26,1,26
2,26,1,27
2,26,1,28
2,26,1,29
2,26,1,30
2,26,1,31
2,26,5,16
2,26,5,17
2,26,5,18
2,26,5,19
2,26,5,20
2,26,5,21
2,26,5,22
2,26,5,23
2,26,5,24
2,26,5,25
2,26,5,26
2,26,5,27
2,26,5,28
2,26,5,29
2,26,5,30
2,26,5,31
2,29,0,0
2,29,2,2
2,29,2,3
2,29,2,4
2,29,2,5
2,29,2,6
2,29,2,7
2,29,2,10
2,31,1,1
2,31,1,2
2,31,1,3
2,31,1,4
2,31,1,5
2,31,1,6
2,31,1,7
2,31,1,8
2,31,1,9
2,31,1,10
2,31,1,11
2,31,1,12
2,31,5,1
2,31,5,2
2,31,5,3
2,31,5,4
2,31,5,5
2,31,5,6
2,31,5,7
2,31,5,8
2,31,5,9
2,31,5,10
2,31,5,11
2,31,5,12
