1,1,1,31
1,1,2,7
1,1,2,8
1,1,2,9
1,1,2,10
1,1,5,31
1,1,5,32
1,4,2,7
1,4,2,8
1,4,2,9
1,4,2,10
1,7,2,8
1,7,2,9
1,7,2,10
1,11,2,6
1,11,2,7
1,11,2,8
1,11,2,9
1,11,2,10
1,13,2,7
1,13,2,8
1,13,2,9
1,13,2,10
1,15,2,5
1,15,2,7
1,15,2,8
1,15,2,9
1,15,2,10
1,17,2,7
1,17,2,8
1,17,2,9
1,17,2,10
1,18,1,31
1,18,2,7
1,18,2,8
1,18,2,9
1,18,2,10
1,18,5,31
1,18,5,32
1,20,2,1
1,20,2,2
1,20,2,3
1,20,2,4
1,20,2,5
1,20,2,6
1,20,2,7
1,20,2,8
1,20,2,9
1,20,2,10
1,21,2,1
1,22,1,31
1,22,2,7
1,22,2,8
1,22,2,9
1,22,2,10
1,22,5,31
1,22,5,32
1,24,2,9
1,24,2,10
1,27,2,7
1,27,2,8
1,27,2,9
1,27,2,10
1,27,5,31
1,27,5,32
1,28,2,9
1,28,2,10
2,1,0,0
2,1,1,12
2,1,1,13
2,1,1,14
2,1,1,15
2,1,1,16
2,1,1,17
2,1,1,18
2,1,1,19
2,1,1,20
2,1,1,21
2,1,1,22
2,1,1,23
2,1,1,24
2,1,1,25
2,1,1,26
2,1,1,33
2,1,1,34
2,1,1,35
2,1,1,36
2,1,1,37
2,1,1,38
2,1,1,39
2,1,5,12
2,1,5,13
2,1,5,14
2,1,5,15
2,1,5,16
2,1,5,17
2,1,5,18
2,1,5,19
2,1,5,20
2,1,5,21
2,1,5,22
2,1,5,23
2,1,5,24
2,1,5,25
2,1,5,26
2,1,5,33
2,1,5,34
2,1,5,35
2,1,5,36
2,1,5,37
2,1,5,38
2,1,5,39
2,1,8,1
2,2,0,0
2,2,1,1
2,2,1,2
2,2,1,3
2,2,1,4
2,2,1,5
2,2,1,9
2,2,5,2
2,2,5,3
2,2,5,4
2,2,5,5
2,2,5,9
2,2,6,2
2,2,6,3
2,2,6,4
2,2,6,5
2,3,0,0
2,4,0,0
2,4,1,19
2,4,1,20
2,4,1,21
2,4,1,22
2,4,1,23
2,4,1,24
2,4,1,25
2,4,5,19
2,4,5,20
2,5,0,0
2,6,0,0
2,7,0,0
2,8,0,0
2,8,1,1
2,8,1,2
2,8,1,3
2,8,1,4
2,8,1,5
2,8,1,6
2,8,1,7
2,8,1,8
2,8,1,9
2,8,1,10
2,8,1,11
2,8,1,25
2,8,1,26
2,8,1,27
2,8,1,28
2,8,1,29
2,8,1,30
2,8,1,31
2,8,1,32
2,8,1,33
2,8,1,34
2,8,1,35
2,8,1,36
2,8,1,37
2,8,1,38
2,8,1,39
2,8,3,1
2,8,3,2
2,8,3,3
2,8,3,4
2,8,3,5
2,8,3,6
2,8,3,7
2,8,3,8
2,8,3,9
2,8,3,11
2,8,4,5
2,8,4,6
2,8,4,7
2,8,4,8
2,8,4,9
2,8,4,10
2,8,5,1
2,8,5,2
2,8,5,3
2,8,5,4
2,8,5,5
2,8,5,6
2,8,5,7
2,8,5,8
2,8,5,9
2,8,5,10
2,8,5,11
2,8,5,25
2,8,5,26
2,8,5,27
2,8,5,28
2,8,5,29
2,8,5,30
2,8,5,31
2,8,5,32
2,8,5,33
2,8,5,34
2,8,5,35
2,8,5,36
2,8,5,37
2,8,5,38
2,8,5,39
2,8,6,1
2,8,6,2
2,8,6,3
2,8,6,4
2,8,6,5
2,8,6,6
2,8,6,7
2,8,6,8
2,8,6,9
2,8,6,10
2,9,0,0
2,9,1,2
2,9,1,3
